left_path,right_path,left_class,right_class,distance,cross_label
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-56.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-52.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_603_eczema-nummular-93.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_65_eczema-nummular-158.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-192.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-19.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-9.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-scalp-45.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-115.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-35.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-37.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-49.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-56.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-subacute-3.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-52.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_124_aug_239_Dyshidrosis-6.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_139_acne-cystic-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_156_pigmentation_0_411.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_206_aug_11_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_238_pigmentation_0_411.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_239_Dyshidrosis-6.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_286_aug_11_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_47_eczema-fingertips-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_65_eczema-nummular-158.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_72_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_pigmentation_0_411.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-19.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-9.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-beard-4.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-incognito-61.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-primary-lesion-64.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-scalp-45.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-128.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_53_aug_632_eczema-foot-97.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_1162_eczema-hand-194.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_196_acne-cystic-86.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_245_eczema-nummular-190.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_eczema-hand-154.jpeg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-34.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_eczema-hand-154.jpeg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-44.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_eczema-hand-154.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_139_acne-cystic-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_55_eczema-hand-154.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_286_aug_11_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_57_acne-pustular-7.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_57_acne-pustular-7.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-185.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_580_eczema-hand-153.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-nummular-169.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_580_eczema-hand-153.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_Screenshot 2025-11-17 002352.png,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_580_eczema-hand-153.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_580_eczema-hand-153.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_25_aug_245_eczema-nummular-190.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_580_eczema-hand-153.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_26_aug_245_eczema-nummular-190.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_580_eczema-hand-153.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-166.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-50.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-subacute-70.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\levle2_39.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_145_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_176_acne-cystic-86.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_21_eczema-trunk-generalized-25.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_240_lichen-simplex-chronicus-12.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_301_eczema-fingertips-106.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_520_eczema-nummular-199.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_572_eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_863_eczema-asteatotic-40.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-148.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-89.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_156_pigmentation_0_411.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_238_pigmentation_0_411.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_pigmentation_0_411.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-185.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_59_before-after-acne-treatment.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-34.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_5_acne-closed-comedo-5.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_5_acne-closed-comedo-5.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-59.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_5_acne-closed-comedo-5.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_5_acne-closed-comedo-5.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_5_acne-closed-comedo-5.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-primary-lesion-64.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_606_eczema-nummular-108.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-chronic-39.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_656_eczema-foot-101.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-44.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-144.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-51.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-51.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_132_acne-cystic-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_245_eczema-nummular-190.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_287_acne-cystic-51.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_39_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-129.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_65_eczema-fingertips-90.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-131.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-36.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_123_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_170_acne-face-2-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_21_eczema-nummular-153.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_21_eczema-trunk-generalized-25.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_23_aug_21_eczema-nummular-153.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_620_eczema-subacute-103.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_pigmentation_0_1888.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\pompholyx-27.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-132.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-16.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-foot-dorsum-56.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_662_eczema-asteatotic-44.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-155.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-37.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_165_eczema-nummular-197.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_6_aug_810_eczema-subacute-54.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_942_eczema-nummular-93.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_664_eczema-leg-20.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-115.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\eczema-chronic-39.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\eczema-nummular-169.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_206_aug_11_acne-cystic-33.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_209_acne-face-2-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_25_aug_245_eczema-nummular-190.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_26_aug_245_eczema-nummular-190.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_603_eczema-nummular-93.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_72_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_67_acne-open-comedo-51.jpeg,P:\SkinDiseaseDetection ML\Severe\tinea-body-166.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_47_eczema-fingertips-104.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_65_eczema-nummular-158.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-192.jpeg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-19.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Moderate,Severe,4,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,4,True
